Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N
sp|Q8WTT2|NOC3L_HUMAN	Q8WTT2	NOC3L_HUMAN	NOC3L	800	Homo sapiens	Nucleolar complex protein 3 homolog	1:Experimental evidence at protein level	1.38	0.8194	0.9866	1	1	1	1	1	1	952468	952468	952468	11K(304.2071), N-term(304.2071)			16283.4502	15935.0430	23466.0898	41012.3047	49952.0938	40843.3477	21972.8574	25472.6406	18407.2324	33041.2070	32938.9883	39534.9180	4283.7822	2549.8682	0.0000	0.0000
sp|Q6QHC5|DEGS2_HUMAN	Q6QHC5	DEGS2_HUMAN	DEGS2	323	Homo sapiens	Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2	1:Experimental evidence at protein level	4.64	0.8177	0.9865	1	1	1	1	1	1	992774	992774	992774	N-term(304.2071)			35731.9531	35851.5352	43995.9023	51485.7695	53669.3008	54923.1484	37842.1602	49236.3906	34078.0703	39465.9570	42071.0469	32830.7930	0.0000	1352.6471	0.0000	0.0000
sp|Q86YV0|RASL3_HUMAN	Q86YV0	RASL3_HUMAN	RASAL3	1011	Homo sapiens	RAS protein activator like-3	1:Experimental evidence at protein level	1.88	0.8176	0.9864	2	1	1	2	1	1	21979979	20590396	21979979	12K(304.2071), N-term(304.2071)			605834.1875	1023046.2500	970909.2500	720999.1250	916224.8750	582943.7500	381367.8125	590512.0625	384064.7812	230191.5000	235236.5156	157198.1406	11006.7764	6378.6836	0.0000	0.0000
sp|Q96GT9|XAGE2_HUMAN	Q96GT9	XAGE2_HUMAN	XAGE2	111	Homo sapiens	X antigen family member 2	1:Experimental evidence at protein level	18.92	0.8169	0.9864	1	1	1	1	1	1	1882602	1882602	1882602	12M(15.9949), 21K(304.2071)			33443.5742	33070.3164	40087.3672	108143.7344	94734.3594	96636.9297	41941.1484	51671.6016	40015.9258	87233.4688	78412.7109	60425.0195	3715.0493	1920.9545	0.0000	0.0000
sp|O76083|PDE9A_HUMAN	O76083	PDE9A_HUMAN	PDE9A	593	Homo sapiens	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	1:Experimental evidence at protein level	2.02	0.8163	0.9863	1	1	1	1	1	1	932121	932121	932121	12K(304.2071), 1K(304.2071), N-term(304.2071)			72862.2656	74638.0859	73823.3125	92898.8047	104999.1406	89258.6797	72139.8203	95652.0312	91498.9453	102448.5469	149045.4688	211393.9062	4289.8945	4042.6338	0.0000	0.0000
sp|Q14442|PIGH_HUMAN	Q14442	PIGH_HUMAN	PIGH	188	Homo sapiens	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	1:Experimental evidence at protein level	4.79	0.8157	0.9863	1	1	1	1	1	1	1034717	1034717	1034717	6C(57.0214), N-term(304.2071)			6941.2656	7838.1006	8157.7612	48428.6133	47071.3672	46987.8242	8101.5625	11361.8154	10613.4551	51627.1758	48191.4727	40004.6523	0.0000	0.0000	0.0000	0.0000
sp|C9J069|AJM1_HUMAN	C9J069	AJM1_HUMAN	AJM1	976	Homo sapiens	Apical junction component 1 homolog	3:Protein inferred from homology	2.05	0.8154	0.9789	2	2	2	2	2	2	2259807	2259807	2259807	9C(57.0214), N-term(304.2071)			14278.1025	15664.5801	17575.6816	46956.5703	39849.0195	45066.6523	23310.8516	27186.7969	20330.6055	37808.2969	41355.1875	35798.6562	0.0000	1631.8956	0.0000	0.0000
sp|Q96J42|TXD15_HUMAN	Q96J42	TXD15_HUMAN	TXNDC15	360	Homo sapiens	Thioredoxin domain-containing protein 15	1:Experimental evidence at protein level	5.28	0.8154	0.9862	1	1	1	2	2	2	     0	     0	     0	10C(57.0214), N-term(304.2071)			18302.0957	12988.7285	22231.9902	35833.9023	32577.2988	29400.2695	8353.2588	9608.2559	5921.2520	22743.8535	22528.1523	18478.4336	0.0000	0.0000	0.0000	0.0000
sp|A1L157|TSN11_HUMAN	A1L157	TSN11_HUMAN	TSPAN11	253	Homo sapiens	Tetraspanin-11	2:Experimental evidence at transcript level	3.16	0.8131	0.9860	1	1	1	1	1	1	2095817	2095817	2095817	6C(57.0214), 7C(57.0214), 8K(304.2071), N-term(304.2071)			268810.7188	285888.6562	310366.9375	442474.7500	400854.5312	399575.0000	182433.3906	262487.6562	163945.7031	284995.8438	241530.8438	211861.8906	10270.9785	5155.3096	0.0000	0.0000
sp|P29322|EPHA8_HUMAN	P29322	EPHA8_HUMAN	EPHA8	1005	Homo sapiens	Ephrin type-A receptor 8	1:Experimental evidence at protein level	1.89	0.8130	0.9860	1	1	1	1	1	1	782594	782594	782594	N-term(304.2071)			39506.2266	45383.1211	45890.5742	98051.8906	109856.5859	87360.1016	35574.1758	60516.6328	46746.1562	84787.7891	82924.3359	67104.8750	2763.7441	0.0000	0.0000	0.0000
sp|P55160|NCKPL_HUMAN	P55160	NCKPL_HUMAN	NCKAP1L	1127	Homo sapiens	Nck-associated protein 1-like	1:Experimental evidence at protein level	0.71	0.8125	0.9860	1	1	1	1	1	1	542743	542743	542743	5K(304.2071), 8K(304.2071), N-term(304.2071)			10946.4961	11703.7832	14404.6104	29943.0449	29755.6113	28992.2520	13966.0742	21633.5742	18371.4375	76408.5000	98751.2188	55181.6094	1951.0348	1718.8765	0.0000	0.0000
sp|Q96JY6|PDLI2_HUMAN	Q96JY6	PDLI2_HUMAN	PDLIM2	352	Homo sapiens	PDZ and LIM domain protein 2	1:Experimental evidence at protein level	8.24	0.8114	0.9859	1	1	1	1	1	1	306971	306971	306971	29K(304.2071)			49219.9453	46489.1016	56683.0273	37394.9648	48005.3828	37670.7031	52226.8438	82578.7891	74349.0156	33698.6406	58669.2070	45285.9141	2356.8809	0.0000	0.0000	0.0000
sp|P0CW19|LIMS3_HUMAN	P0CW19	LIMS3_HUMAN	LIMS3	117	Homo sapiens	LIM and senescent cell antigen-like-containing domain protein 3	2:Experimental evidence at transcript level	11.97	0.8104	0.9858	1	0	1	1	0	1	352823	     0	352823	4C(57.0214), N-term(304.2071)		sp|P0CW20|LIMS4_HUMAN	15649.7637	16424.6816	21309.3438	47216.4688	47480.7695	48409.4297	17005.1328	24883.8848	20001.3086	32157.9590	27732.6895	20562.7402	0.0000	0.0000	0.0000	0.0000
sp|Q5SZB4|CI050_HUMAN	Q5SZB4	CI050_HUMAN	C9orf50	431	Homo sapiens	Uncharacterized protein C9orf50	2:Experimental evidence at transcript level	3.02	0.8104	0.9858	1	1	1	1	1	1	5059168	5059168	5059168	13K(304.2071), N-term(304.2071)			46854.1797	74512.2422	72348.8984	121590.9609	122471.6094	114187.8047	50023.2969	61319.6602	55213.4883	83521.5078	82033.2891	53247.9023	3640.0491	0.0000	0.0000	0.0000
sp|P21802|FGFR2_HUMAN	P21802	FGFR2_HUMAN	FGFR2	821	Homo sapiens	Fibroblast growth factor receptor 2	1:Experimental evidence at protein level	1.34	0.8093	0.9857	1	1	1	1	1	1	281184	281184	281184	7C(57.0214), N-term(304.2071)			10652.4395	9179.2568	12216.6230	38732.2031	38519.6133	39641.7188	11297.8184	15144.6055	11945.9141	35980.6445	42620.0352	31951.5176	2821.6514	1226.4749	0.0000	0.0000
sp|A6NEE1|PLHD1_HUMAN	A6NEE1	PLHD1_HUMAN	PLEKHD1	506	Homo sapiens	Pleckstrin homology domain-containing family D member 1	2:Experimental evidence at transcript level	1.38	0.8090	0.9857	1	1	1	1	1	1	4955678	4955678	4955678	N-term(304.2071)			8750.3047	10715.5703	13755.8389	22597.9102	20668.8477	21221.0117	12407.5830	16454.7441	15331.2461	21267.9844	17819.8574	13871.5693	0.0000	0.0000	0.0000	0.0000
sp|P78524|DEN2B_HUMAN	P78524	DEN2B_HUMAN	DENND2B	1137	Homo sapiens	DENN domain-containing protein 2B	1:Experimental evidence at protein level	1.67	0.8085	0.9856	1	1	1	2	2	2	376789	376789	376789	7K(304.2071), N-term(304.2071)			49797.2129	34561.7314	63973.1250	93774.4570	85902.5078	93124.7930	47495.9707	68218.2773	49722.2656	93673.9805	89159.4414	72267.0391	4815.5713	2847.6388	0.0000	0.0000
sp|P29374|ARI4A_HUMAN	P29374	ARI4A_HUMAN	ARID4A	1257	Homo sapiens	AT-rich interactive domain-containing protein 4A	1:Experimental evidence at protein level	1.11	0.8075	0.9855	2	1	1	2	1	1	2997481	363461	2997481	7K(304.2071), N-term(304.2071)			17553.8262	18557.9492	20237.6387	68540.4297	57908.0078	60043.5781	16144.1494	25908.5938	19614.6543	40763.1680	33726.3750	30325.1914	0.0000	0.0000	0.0000	0.0000
sp|Q9NUS5|AP5S1_HUMAN	Q9NUS5	AP5S1_HUMAN	AP5S1	200	Homo sapiens	AP-5 complex subunit sigma-1	1:Experimental evidence at protein level	3.50	0.8049	0.9853	1	1	1	1	1	1	956102	956102	956102	5M(15.9949), 6C(57.0214), N-term(304.2071)			12160.7373	13712.8740	15848.2773	22993.3516	25245.9219	25303.4160	18703.1816	29409.2441	26584.4492	19726.2754	18804.2793	12676.6865	0.0000	0.0000	0.0000	0.0000
contam_sp|P02663|CASA2_BOVIN	P02663	CASA2_BOVIN	CSN1S2	222	Bos taurus	Alpha-S2-casein	1:Experimental evidence at protein level	4.95	0.8048	0.9853	1	1	1	1	1	1	367562	367562	367562	N-term(304.2071)			6981.8335	9937.6064	15580.1396	32185.2129	26964.3145	194738.8438	15934.5469	17630.5977	11550.8047	21549.0410	21741.3105	22497.8125	0.0000	0.0000	0.0000	0.0000
sp|Q9NPE3|NOP10_HUMAN	Q9NPE3	NOP10_HUMAN	NOP10	64	Homo sapiens	H/ACA ribonucleoprotein complex subunit 3	1:Experimental evidence at protein level	14.06	0.8013	0.9849	1	1	1	1	1	1	948126	948126	948126	6K(304.2071), N-term(304.2071)			66736.0469	74027.6016	72324.2031	116977.1484	137319.1250	114489.5078	62255.0234	83235.4219	67181.1406	87395.4375	82062.0469	65687.8672	0.0000	0.0000	0.0000	0.0000
sp|Q8N3I7|BBS5_HUMAN	Q8N3I7	BBS5_HUMAN	BBS5	341	Homo sapiens	Bardet-Biedl syndrome 5 protein	1:Experimental evidence at protein level	2.05	0.8010	0.9849	1	1	1	1	1	1	1270937	1270937	1270937	7K(304.2071), N-term(304.2071)			75730.2578	71086.7266	85110.0078	80586.8438	83576.4297	86018.3906	100994.0703	140754.0938	120735.7891	63176.0469	59888.5625	54959.3281	1832.3246	0.0000	0.0000	0.0000
sp|Q9BXI9|C1QT6_HUMAN	Q9BXI9	C1QT6_HUMAN	C1QTNF6	278	Homo sapiens	Complement C1q tumor necrosis factor-related protein 6	1:Experimental evidence at protein level	2.88	0.8001	0.9848	1	1	1	2	2	2	710303	710303	710303	6C(57.0214), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q96GE6|CALL4_HUMAN	Q96GE6	CALL4_HUMAN	CALML4	196	Homo sapiens	Calmodulin-like protein 4	2:Experimental evidence at transcript level	11.22	0.7967	0.9845	1	1	1	1	1	1	327137	327137	327137	10C(57.0214), 8M(15.9949), N-term(304.2071)			109613.7109	107714.8281	129739.3750	145589.4844	138995.4375	134950.4531	113932.7031	148070.1562	112886.3672	96680.8281	77273.8672	65756.9141	1762.7622	0.0000	0.0000	0.0000
sp|O43296|ZN264_HUMAN	O43296	ZN264_HUMAN	ZNF264	627	Homo sapiens	Zinc finger protein 264	1:Experimental evidence at protein level	2.39	0.7952	0.9844	1	0	1	1	0	1	441750	     0	441750	10C(57.0214), 13C(57.0214), 15K(304.2071), 6K(304.2071), N-term(304.2071)		sp|Q5CZA5|ZN805_HUMAN	23689.4648	28155.6875	32806.5000	35321.3086	36693.3633	38347.8867	18766.2754	27429.3926	19031.8359	25217.4434	29111.2852	24468.8691	0.0000	0.0000	0.0000	0.0000
contam_sp|P02666|CASB_BOVIN	P02666	CASB_BOVIN	CSN2	224	Bos taurus	Beta-casein	1:Experimental evidence at protein level	3.12	0.7923	0.9841	1	1	1	1	1	1	2416209	2416209	2416209	N-term(304.2071)			49718.2578	73247.3906	81402.6484	101397.7109	128853.4141	718877.5000	63660.6094	89966.2891	63854.4297	69939.8672	78954.4297	102395.1953	3347.9595	3355.1013	0.0000	0.0000
sp|Q8NBJ9|SIDT2_HUMAN	Q8NBJ9	SIDT2_HUMAN	SIDT2	832	Homo sapiens	SID1 transmembrane family member 2	1:Experimental evidence at protein level	1.20	0.7923	0.9841	1	1	1	1	1	1	3798631	3798631	3798631	N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|P48740|MASP1_HUMAN	P48740	MASP1_HUMAN	MASP1	699	Homo sapiens	Mannan-binding lectin serine protease 1	1:Experimental evidence at protein level	1.00	0.7919	0.9841	1	1	1	1	1	1	899982	899982	899982	7K(304.2071), N-term(304.2071)			20965.9492	31764.1191	28578.4922	210290.8281	210261.5156	189528.1719	29908.9707	40160.7617	34452.7812	214988.3125	209335.6719	153829.0625	3897.0667	2629.1399	0.0000	0.0000
sp|P02458|CO2A1_HUMAN	P02458	CO2A1_HUMAN	COL2A1	1487	Homo sapiens	Collagen alpha-1(II) chain	1:Experimental evidence at protein level	2.22	0.7906	0.9839	1	1	1	1	1	1	158665	158665	158665	18K(304.2071), N-term(304.2071)			25439.7031	21826.8320	28410.4648	20916.5547	28153.1328	21042.2773	29203.1484	29565.1523	36404.7539	21447.1914	30853.0078	21869.3672	2086.4661	0.0000	0.0000	0.0000
sp|Q96NG3|ODAD4_HUMAN	Q96NG3	ODAD4_HUMAN	ODAD4	672	Homo sapiens	Outer dynein arm-docking complex subunit 4	1:Experimental evidence at protein level	1.04	0.7874	0.9836	1	1	1	1	1	1	1514337	1514337	1514337	7K(304.2071), N-term(304.2071)			82081.8438	89839.2109	103030.4531	108129.6875	114927.6328	100066.9453	92420.9297	122003.6797	98826.9766	87729.7656	76198.3359	66096.2734	2692.0029	1508.0745	0.0000	0.0000
sp|Q92622|RUBIC_HUMAN	Q92622	RUBIC_HUMAN	RUBCN	972	Homo sapiens	Run domain Beclin-1-interacting and cysteine-rich domain-containing protein	1:Experimental evidence at protein level	0.72	0.7838	0.9833	1	1	1	1	1	1	1978426	1978426	1978426	7K(304.2071), N-term(304.2071)			92482.4062	142004.1719	159196.8281	305917.8438	331814.8750	301022.5938	134819.2188	164341.6719	136573.0625	228414.1562	222135.9688	135635.7344	4309.9175	2471.1633	0.0000	0.0000
sp|Q9NVN3|RIC8B_HUMAN	Q9NVN3	RIC8B_HUMAN	RIC8B	520	Homo sapiens	Synembryn-B	1:Experimental evidence at protein level	4.04	0.7838	0.9833	2	1	1	2	1	1	2079236	1091843	2079236	2C(57.0214), 7K(304.2071), N-term(304.2071)			60155.4453	68654.5469	78361.9531	83874.1875	82846.6875	75483.4844	64061.2070	86900.7422	59116.1953	77428.8438	75138.2500	54911.4492	3209.7375	0.0000	0.0000	0.0000
sp|Q8N4H5|TOM5_HUMAN	Q8N4H5	TOM5_HUMAN	TOMM5	51	Homo sapiens	Mitochondrial import receptor subunit TOM5 homolog	1:Experimental evidence at protein level	13.73	0.7823	0.9831	1	1	1	1	1	1	610422	610422	610422	7K(304.2071), N-term(304.2071)			10286.1318	17357.0977	12570.4365	75355.6953	73930.3047	61741.4609	11874.6846	17911.2598	17068.9531	51084.2344	62602.3945	46443.5000	2370.7627	0.0000	0.0000	0.0000
sp|Q3KQV9|UAP1L_HUMAN	Q3KQV9	UAP1L_HUMAN	UAP1L1	507	Homo sapiens	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1:Experimental evidence at protein level	1.78	0.7821	0.9831	1	1	1	1	1	1	1301286	1301286	1301286	N-term(304.2071)			12204.4316	14180.4346	13656.2070	24300.4121	24441.9004	24621.7695	40361.0156	62725.5469	52329.6562	23257.1055	22818.3105	20629.7871	0.0000	0.0000	0.0000	0.0000
sp|Q14296|FASTK_HUMAN	Q14296	FASTK_HUMAN	FASTK	549	Homo sapiens	Fas-activated serine/threonine kinase	1:Experimental evidence at protein level	5.46	0.7796	0.9829	1	1	1	1	1	1	     0	     0	     0	24C(57.0214), 25C(57.0214), 30K(304.2071), N-term(304.2071)			69182.0547	67186.9062	79723.5625	84883.0625	98238.5078	85659.5938	78697.9688	96968.4922	90306.5000	76199.1328	97176.0000	98490.2500	3192.4753	3022.4067	0.0000	0.0000
sp|Q9HBU6|EKI1_HUMAN	Q9HBU6	EKI1_HUMAN	ETNK1	452	Homo sapiens	Ethanolamine kinase 1	1:Experimental evidence at protein level	1.55	0.7795	0.9829	1	1	1	1	1	1	337174	337174	337174	7K(304.2071), N-term(304.2071)			64975.0352	68534.0781	92893.0234	125979.9375	104261.9297	106841.4766	56131.6562	72483.2188	54757.2383	76205.9766	76607.3750	64204.0820	4391.1553	2172.5864	0.0000	0.0000
sp|P47972|NPTX2_HUMAN	P47972	NPTX2_HUMAN	NPTX2	431	Homo sapiens	Neuronal pentraxin-2	1:Experimental evidence at protein level	1.62	0.7766	0.9826	1	1	1	1	1	1	1165394	1165394	1165394	7K(304.2071), N-term(304.2071)			49472.7969	48769.3984	51602.5391	234049.2656	262811.6250	252978.9531	45034.0664	63028.0000	47620.7656	187107.5469	222758.1875	143825.5469	3871.0496	2284.3218	0.0000	0.0000
sp|O95180|CAC1H_HUMAN	O95180	CAC1H_HUMAN	CACNA1H	2353	Homo sapiens	Voltage-dependent T-type calcium channel subunit alpha-1H	1:Experimental evidence at protein level	0.30	0.7758	0.9825	1	1	1	1	1	1	623939	623939	623939	2C(57.0214), 5C(57.0214), N-term(304.2071)			15575.0684	14930.7148	20176.4922	90208.3750	91525.5859	79727.7812	18695.7090	23431.1328	18128.6562	54821.9648	73902.2031	57673.6992	2317.4131	1687.2269	0.0000	0.0000
sp|Q5JV73|FRPD3_HUMAN	Q5JV73	FRPD3_HUMAN	FRMPD3	1810	Homo sapiens	FERM and PDZ domain-containing protein 3	2:Experimental evidence at transcript level	1.10	0.7758	0.9732	2	2	2	2	2	2	4095987	4095987	4095987	10M(15.9949), N-term(304.2071)			128881.4219	295994.2812	211098.8281	201871.9844	270027.0625	179405.3438	73503.9844	114622.7891	78698.2734	55786.6680	61102.9414	39437.2422	1828.2896	0.0000	0.0000	0.0000
sp|Q8N972|ZN709_HUMAN	Q8N972	ZN709_HUMAN	ZNF709	641	Homo sapiens	Zinc finger protein 709	2:Experimental evidence at transcript level	14.51	0.7754	0.9673	3	1	1	3	1	1	2793129	577921	2793129	4C(57.0214), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|A2A3K4|PTPC1_HUMAN	A2A3K4	PTPC1_HUMAN	PTPDC1	754	Homo sapiens	Protein tyrosine phosphatase domain-containing protein 1	1:Experimental evidence at protein level	1.19	0.7753	0.9825	1	1	1	2	2	2	1129139	1129139	1129139	2C(57.0214), 3K(304.2071), N-term(304.2071)			163030.3672	180909.0000	206768.9297	354681.1094	407277.9688	364272.5312	170858.3047	208417.1172	165897.5547	283156.0703	283150.7188	211306.2500	11623.4033	7577.9097	0.0000	0.0000
sp|Q9H147|TDIF1_HUMAN	Q9H147	TDIF1_HUMAN	DNTTIP1	329	Homo sapiens	Deoxynucleotidyltransferase terminal-interacting protein 1	1:Experimental evidence at protein level	2.13	0.7752	0.9824	1	1	1	1	1	1	1073137	1073137	1073137	2C(57.0214), 7K(304.2071), N-term(304.2071)			96051.6250	355048.6562	110509.3750	268797.1562	249424.0000	250504.4688	82867.7812	113097.9062	94009.5078	181644.6094	167051.5000	126798.4062	3380.4717	1769.6149	0.0000	0.0000
sp|P50053|KHK_HUMAN	P50053	KHK_HUMAN	KHK	298	Homo sapiens	Ketohexokinase	1:Experimental evidence at protein level	2.35	0.7734	0.9823	1	1	1	1	1	1	915258	915258	915258	7K(304.2071), N-term(304.2071)			102107.0781	98464.3281	122008.3828	109294.2500	110899.2188	105756.8828	85430.7188	102352.2188	88254.1875	75456.1016	70582.9375	75001.9609	3694.7722	1594.2406	0.0000	0.0000
sp|Q8IUL8|CILP2_HUMAN	Q8IUL8	CILP2_HUMAN	CILP2	1156	Homo sapiens	Cartilage intermediate layer protein 2	2:Experimental evidence at transcript level	1.04	0.7730	0.9822	1	1	1	1	1	1	1109218	1109218	1109218	11C(57.0214), 6M(15.9949), N-term(304.2071)			29079.6543	25757.2832	34440.4180	64602.4688	66940.3828	64856.1445	31585.2832	39889.4219	30619.7754	49355.9023	50836.3398	35516.0039	2774.2310	2118.0493	0.0000	0.0000
sp|Q9P2D7|DYH1_HUMAN	Q9P2D7	DYH1_HUMAN	DNAH1	4265	Homo sapiens	Dynein axonemal heavy chain 1	1:Experimental evidence at protein level	0.56	0.7725	0.9677	2	2	2	3	3	3	3779529	3779529	3779529	12K(304.2071), 2C(57.0214), 5K(304.2071), 5M(15.9949), 6K(304.2071), 7M(15.9949), N-term(304.2071)			140837.4688	170799.4766	224828.7969	729822.5625	808169.6875	812612.7812	115364.1719	132206.4727	94769.9375	470160.6562	371858.9688	218118.6406	6937.6326	0.0000	0.0000	0.0000
sp|O15303|GRM6_HUMAN	O15303	GRM6_HUMAN	GRM6	877	Homo sapiens	Metabotropic glutamate receptor 6	1:Experimental evidence at protein level	2.39	0.7712	0.9820	1	1	1	1	1	1	217384	217384	217384	15M(15.9949), N-term(304.2071)			44346.4297	41698.4102	57707.2539	146803.1719	152240.8438	145283.7812	54211.6289	67447.1953	56574.2656	129959.6094	142758.8594	107231.5312	5693.0220	3468.8389	0.0000	0.0000
sp|Q68DU8|KCD16_HUMAN	Q68DU8	KCD16_HUMAN	KCTD16	428	Homo sapiens	BTB/POZ domain-containing protein KCTD16	1:Experimental evidence at protein level	1.64	0.7701	0.9819	1	1	1	1	1	1	4259891	4259891	4259891	N-term(304.2071)			29545.3125	38253.5547	35024.0469	96959.9141	98324.8438	91373.5234	30548.7012	45400.9883	32208.1641	86024.0859	93852.9141	69728.9062	1720.7849	0.0000	0.0000	0.0000
sp|O75445|USH2A_HUMAN	O75445	USH2A_HUMAN	USH2A	5202	Homo sapiens	Usherin	1:Experimental evidence at protein level	0.15	0.7689	0.9818	1	1	1	1	1	1	632652	632652	632652	1K(304.2071), 8K(304.2071)			140958.6406	136235.7031	140461.4531	117765.2812	140487.9531	118073.7109	118704.7188	175587.1875	146207.6719	84569.0859	94357.4688	98709.3281	3284.3638	2196.6304	0.0000	0.0000
sp|Q12980|NPRL3_HUMAN	Q12980	NPRL3_HUMAN	NPRL3	569	Homo sapiens	GATOR complex protein NPRL3	1:Experimental evidence at protein level	2.28	0.7680	0.9817	1	1	1	1	1	1	     0	     0	     0	11K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|P01906|DQA2_HUMAN	P01906	DQA2_HUMAN	HLA-DQA2	255	Homo sapiens	HLA class II histocompatibility antigen, DQ alpha 2 chain	1:Experimental evidence at protein level	3.14	0.7669	0.9816	1	1	1	1	1	1	631224	631224	631224	6M(15.9949), N-term(304.2071)			14578.8594	14355.1719	19995.4570	61748.7344	59558.1602	58899.3320	16705.2578	24472.4844	20720.6426	50513.6562	44470.8164	32798.3359	2009.3137	1652.4846	0.0000	0.0000
sp|Q14520|HABP2_HUMAN	Q14520	HABP2_HUMAN	HABP2	560	Homo sapiens	Hyaluronan-binding protein 2	1:Experimental evidence at protein level	1.61	0.7661	0.9815	1	1	1	2	2	2	1011894	1011894	1011894	9K(304.2071), N-term(304.2071)			167847.6250	158579.8047	189130.2891	167634.4297	155554.4766	150743.8281	135483.7734	176059.5156	135243.5078	116441.4219	87017.0938	75432.6172	0.0000	0.0000	0.0000	0.0000
sp|Q8TAP8|PPR35_HUMAN	Q8TAP8	PPR35_HUMAN	PPP1R35	253	Homo sapiens	Protein phosphatase 1 regulatory subunit 35	1:Experimental evidence at protein level	4.35	0.7646	0.9814	1	1	1	1	1	1	1453737	1453737	1453737	11K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q66K66|TM198_HUMAN	Q66K66	TM198_HUMAN	TMEM198	360	Homo sapiens	Transmembrane protein 198	1:Experimental evidence at protein level	3.61	0.7641	0.9813	1	1	1	1	1	1	548798	548798	548798	N-term(304.2071)			12476.3564	12968.7930	16589.6250	64628.3711	70393.7188	67291.3359	15848.9561	18007.4648	16012.2783	52536.5391	57667.9062	38695.4453	2919.1882	0.0000	0.0000	0.0000
sp|Q8NBW4|S38A9_HUMAN	Q8NBW4	S38A9_HUMAN	SLC38A9	561	Homo sapiens	Sodium-coupled neutral amino acid transporter 9	1:Experimental evidence at protein level	1.25	0.7626	0.9812	1	1	1	1	1	1	1029640	1029640	1029640	7K(304.2071), N-term(304.2071)			36506.5586	35522.4922	39428.7422	146001.0000	158413.8438	134487.6250	40905.2578	162438.8906	75875.4219	154141.3594	195970.8750	146644.0312	5819.2900	2943.2444	0.0000	0.0000
sp|O95476|CNEP1_HUMAN	O95476	CNEP1_HUMAN	CTDNEP1	244	Homo sapiens	CTD nuclear envelope phosphatase 1	1:Experimental evidence at protein level	4.10	0.7617	0.9811	1	1	1	1	1	1	904778	904778	904778	10K(304.2071), N-term(304.2071)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|P08048|ZFY_HUMAN	P08048	ZFY_HUMAN	ZFY	801	Homo sapiens	Zinc finger Y-chromosomal protein	1:Experimental evidence at protein level	2.62	0.7608	0.9810	1	1	1	1	1	1	457778	457778	457778	17M(15.9949), 20C(57.0214), 21K(304.2071)			19163.6230	21464.7734	21402.1816	42617.4492	44960.0977	45422.9570	25161.5312	28902.2031	22968.5859	34423.8555	26291.7949	20436.4766	0.0000	0.0000	0.0000	0.0000
sp|O15504|NUP42_HUMAN	O15504	NUP42_HUMAN	NUP42	423	Homo sapiens	Nucleoporin NUP42	1:Experimental evidence at protein level	2.84	0.7599	0.9809	1	1	1	1	1	1	347597	347597	347597	N-term(304.2071)			3408.6003	5541.2622	6211.6699	32012.0938	29877.0215	38761.4766	6178.8213	10478.6201	8620.2656	32890.1016	31466.8047	20494.4297	0.0000	0.0000	0.0000	0.0000
sp|Q13976|KGP1_HUMAN	Q13976	KGP1_HUMAN	PRKG1	671	Homo sapiens	cGMP-dependent protein kinase 1	1:Experimental evidence at protein level	1.04	0.7597	0.9809	1	1	1	1	1	1	1457274	1457274	1457274	7K(304.2071), N-term(304.2071)			42661.3516	52952.2422	59505.0352	74923.2969	70425.0234	62813.0586	66992.6875	99033.4766	81603.4688	58995.8242	54992.7031	43819.9844	2692.9116	1456.0084	0.0000	0.0000
